ID,yield_corn_corn,std_corn_corn,flood_loss_corn_corn,drought_loss_corn_corn,yield_soy_corn,std_soy_corn,flood_loss_soy_corn,drought_loss_soy_corn,yield_soy,std_soy,flood_loss_soy,drought_loss_soy,yield_mis,std_mis,yield_switch,std_swtich,yield_sorghum,std_sorghum,yield_cane,std_cane
129,9.479226133,1.009810629,0.135627719,0.053523135,9.479226133,1.009810629,0.135627719,0.053523135,2.821801719,0.300603164,0.135627719,0.053523135,16.1637596,1.896629143,0,0,0,0,0,0
130,9.672658951,1.005130012,0.164001715,0.076105076,9.672658951,1.005130012,0.164001715,0.076105076,2.879383324,0.299209825,0.164001714,0.076105076,16.98562676,2.036251961,0,0,0,0,0,0
131,10.48141488,0.9119233,0.132070739,0.046796366,10.48141488,0.9119233,0.132070739,0.046796366,3.120135982,0.271463799,0.132070739,0.046796367,18.83681877,1.267869251,0,0,0,0,0,0
132,10.03815747,0.952303005,0.108384458,0.027607362,10.03815747,0.952303005,0.108384458,0.027607362,2.988185913,0.283484139,0.108384458,0.027607362,16.16541225,1.992492963,0,0,0,0,0,0
133,9.851111056,1.007833057,0.171779141,0.055214724,9.851111056,1.007833057,0.171779141,0.055214724,2.93250543,0.300014475,0.171779141,0.055214724,19.25094405,1.167536687,0,0,0,0,0,0
134,8.978227798,1.275757363,0.026988636,0,8.978227798,1.275757363,0.026988636,0,2.672663177,0.379770908,0.026988637,0,17.02038455,1.652371239,0,0,0,0,0,0
135,9.851111056,0.88421557,0.157372986,0.076827757,9.851111056,0.88421557,0.157372986,0.076827757,2.93250543,0.263215686,0.157372986,0.076827757,17.49274735,1.766188215,0,0,0,0,0,0
136,9.851111056,0.892567583,0.158880128,0.074566647,9.851111056,0.892567583,0.158880128,0.074566647,2.93250543,0.265701936,0.158880128,0.074566647,17.67506787,1.668717817,0,0,0,0,0,0
137,9.851111056,1.007833057,0.171779141,0.055214724,9.851111056,1.007833057,0.171779141,0.055214724,2.93250543,0.300014475,0.171779141,0.055214724,19.25094405,1.167536687,0,0,0,0,0,0
138,9.539367035,1.182327986,0.198073702,0.104899498,9.539367035,1.182327986,0.198073702,0.104899498,2.839704625,0.351958598,0.198073702,0.104899497,19.6460914,0.862550607,0,0,0,0,0,0
139,10.03815747,1.029982619,0.131090988,0.071798189,10.03815747,1.029982619,0.131090988,0.071798189,2.988185913,0.306608017,0.131090987,0.071798189,16.3138209,1.875409383,0,0,0,0,0,0
