0.26207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086906,0,0,0,0,0.077211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06481,0,0,0,0,0,0,0,0,0,0,0.082025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059502,0,0,0,0.081584,0,0,0.05299,0,0,0,0,0.053361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048565,0,0,0,0,0,0,0.067143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049294,0,0,0.056719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064853,0,0,0,0,0.043609,0,0,0.074062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063134,0,0,0,0,0,0,0.057752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043694,0,0,0.032887,0,0,0.043454,0,0,0,0.048281,0,0,0,0,0,0,0,0
0,0,0,0.20412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072192,0.048835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066233,0,0,0,0.073111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06322,0.081101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.15654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035928,0,0,0,0,0,0,0,0,0.048822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05196,0,0,0,0,0,0.053753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04773,0,0,0,0,0,0,0.059177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041407,0,0,0,0,0,0,0,0.053965,0,0,0,0,0,0.0737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037655,0,0,0,0.065941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044158,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.15554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055949,0,0,0,0,0,0,0,0,0,0,0.056923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049728,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035496,0,0,0,0,0,0,0,0,0,0,0,0.05347,0,0,0,0.068173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064695,0,0.048919,0,0.067757,0,0,0,0,0,0,0,0,0,0,0.051734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062832,0,0,0,0,0,0,0.049998,0,0,0,0,0,0.046066,0,0,0,0,0,0,0.048518,0,0,0,0,0
0,0,0,0,0,0,0.16379,0,0,0,0,0,0,0.06111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061628,0,0,0,0,0,0,0,0,0,0,0,0,0.07137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050941,0,0,0,0.053185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037734,0.051936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042014,0,0,0,0,0,0,0.056203,0.04559,0.037965,0,0,0.064649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037725,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.23099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096505,0,0,0,0,0,0,0,0,0,0,0,0,0.095336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.20709,0,0,0,0,0,0.064627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076227,0,0,0,0.074939,0,0,0,0,0,0,0,0,0,0,0,0,0.062721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066693,0,0.079903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099575,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.19044,0,0,0,0,0,0,0,0,0,0.082448,0,0,0,0,0.065777,0,0,0.055337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083178,0,0,0,0,0,0,0,0.085909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050265,0,0.062959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072082,0,0,0,0.064894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
