ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Length
2969,Location 298 - Location 5,298,5,9,105126.932054055796470
2970,Location 298 - Location 1,298,1,10,108659.932244759664172
2971,Location 299 - Location 5,299,5,1,19588.492240699008107
2972,Location 299 - Location 6,299,6,2,31692.156846717763983
2973,Location 299 - Location 1,299,1,3,34948.088203110390168
2974,Location 299 - Location 4,299,4,4,38742.696324932658172
2975,Location 299 - Location 7,299,7,5,52055.200845020313864
2976,Location 299 - Location 3,299,3,6,60531.481100303790299
2977,Location 299 - Location 2,299,2,7,62933.491162128615542
2978,Location 299 - Location 10,299,10,8,89301.568671765766339
2979,Location 299 - Location 8,299,8,9,93539.058655356377130
2980,Location 299 - Location 9,299,9,10,98296.592637490379275
2981,Location 300 - Location 10,300,10,1,22537.834888074889022
2982,Location 300 - Location 2,300,2,2,41501.944489155022893
2983,Location 300 - Location 8,300,8,3,63781.876102615846321
2984,Location 300 - Location 9,300,9,4,69798.161518828012049
2985,Location 300 - Location 4,300,4,5,72991.928366590902442
2986,Location 300 - Location 3,300,3,6,82268.258489695479511
2987,Location 300 - Location 6,300,6,7,93983.299478697546874
2988,Location 300 - Location 5,300,5,8,118106.293615739850793
2989,Location 300 - Location 7,300,7,9,124673.017265740578296
2990,Location 300 - Location 1,300,1,10,128265.749450683535542
2991,Location 301 - Location 3,301,3,1,50382.150919077925209
2992,Location 301 - Location 9,301,9,2,68439.326727868741727
2993,Location 301 - Location 8,301,8,3,71252.196599831731874
2994,Location 301 - Location 5,301,5,4,100515.454197079947335
2995,Location 301 - Location 10,301,10,5,102070.048766671665362
2996,Location 301 - Location 4,301,4,6,105394.433891375068924
2997,Location 301 - Location 2,301,2,7,111063.116845798285794
2998,Location 301 - Location 6,301,6,8,111816.331968573591439
2999,Location 301 - Location 1,301,1,9,126556.918667989855749
3000,Location 301 - Location 7,301,7,10,143823.601284982898505
3001,Location 302 - Location 3,302,3,1,72575.948552856658353
3002,Location 302 - Location 9,302,9,2,86446.833546570793260
3003,Location 302 - Location 8,302,8,3,89259.703418533827062
3004,Location 302 - Location 10,302,10,4,120077.555585373731446
3005,Location 302 - Location 5,302,5,5,124507.125048992544180
3006,Location 302 - Location 4,302,4,6,127958.298231249194941
3007,Location 302 - Location 2,302,2,7,129070.623664500337327
3008,Location 302 - Location 6,302,6,8,135808.002820486202836
3009,Location 302 - Location 1,302,1,9,150548.589519902481697
3010,Location 302 - Location 7,302,7,10,167815.272136895509902
3011,Location 303 - Location 3,303,3,1,9479.392930851061465
3012,Location 303 - Location 8,303,8,2,33564.358507763899979
3013,Location 303 - Location 9,303,9,3,39007.070663277248968
3014,Location 303 - Location 4,303,4,4,53191.363506879722991
3015,Location 303 - Location 10,303,10,5,53745.980199891200755
3016,Location 303 - Location 2,303,2,6,54977.680600409454200
3017,Location 303 - Location 5,303,5,7,67015.762092682387447
3018,Location 303 - Location 6,303,6,8,67564.979434163265978
3019,Location 303 - Location 1,303,1,9,92668.933536857890431
3020,Location 303 - Location 7,303,7,10,99626.856803236558335
3021,Location 304 - Location 3,304,3,1,17137.231301207102661
3022,Location 304 - Location 8,304,8,2,19921.714381504771154
3023,Location 304 - Location 9,304,9,3,25364.426537018120143
3024,Location 304 - Location 10,304,10,4,45272.119233900644758
3025,Location 304 - Location 2,304,2,5,53419.227171687816735
3026,Location 304 - Location 4,304,4,6,63472.202630425570533
3027,Location 304 - Location 6,304,6,7,77845.818557709179004
3028,Location 304 - Location 5,304,5,8,79203.673490835106350
3029,Location 304 - Location 1,304,1,9,102949.772660403847112
3030,Location 304 - Location 7,304,7,10,109907.695926782515016
3031,Location 305 - Location 6,305,6,1,22796.220639311421110
3032,Location 305 - Location 5,305,5,2,27363.995512157056510
3033,Location 305 - Location 4,305,4,3,29812.259359914602101
3034,Location 305 - Location 1,305,1,4,39924.467191105097299
3035,Location 305 - Location 7,305,7,5,51494.844637260786840
3036,Location 305 - Location 2,305,2,6,54465.257541907267296
3037,Location 305 - Location 3,305,3,7,59562.905631787441962
3038,Location 305 - Location 10,305,10,8,81348.149478764840751
3039,Location 305 - Location 8,305,8,9,85650.055426647173590
3040,Location 305 - Location 9,305,9,10,91092.767582160508027
3041,Location 306 - Location 7,306,7,1,18103.355698595380090
3042,Location 306 - Location 6,306,6,2,38262.304023085154768
3043,Location 306 - Location 1,306,1,3,51895.806537822834798
3044,Location 306 - Location 4,306,4,4,52375.861186034126149
3045,Location 306 - Location 2,306,2,5,77944.886768174561439
3046,Location 306 - Location 5,306,5,6,78572.949654157680925
3047,Location 306 - Location 10,306,10,7,105100.103200185840251
3048,Location 306 - Location 3,306,3,8,106980.093146941566374
3049,Location 306 - Location 8,306,8,9,131763.188815868546953
3050,Location 306 - Location 9,306,9,10,137499.901794951438205
3051,Location 307 - Location 4,307,4,1,30321.769628664835182
3052,Location 307 - Location 2,307,2,2,36003.228566294892516
3053,Location 307 - Location 6,307,6,3,37068.759761844848981
3054,Location 307 - Location 7,307,7,4,58933.035491417773301
3055,Location 307 - Location 10,307,10,5,63158.444998306222260
3056,Location 307 - Location 1,307,1,6,68718.665733364890912
3057,Location 307 - Location 3,307,3,7,78629.965806684253039
3058,Location 307 - Location 5,307,5,8,83650.094114328894648
3059,Location 307 - Location 8,307,8,9,89821.530613988928962
3060,Location 307 - Location 9,307,9,10,95837.816030201065587
3061,Location 308 - Location 2,308,2,1,14524.784711567601335
3062,Location 308 - Location 10,308,10,2,19800.098907145013072
3063,Location 308 - Location 4,308,4,3,46207.668288728040352
3064,Location 308 - Location 8,308,8,4,51346.582451087691879
3065,Location 308 - Location 9,308,9,5,57362.867867299850332
3066,Location 308 - Location 6,308,6,6,67402.279118854872650
3067,Location 308 - Location 3,308,3,7,69832.964838167288690
3068,Location 308 - Location 5,308,5,8,92457.622676201295690
3069,Location 308 - Location 7,308,7,9,98091.996905897889519
3070,Location 308 - Location 1,308,1,10,101481.489372820709832
3071,Location 309 - Location 8,309,8,1,13685.754432404373802
3072,Location 309 - Location 9,309,9,2,19702.039848616539530
3073,Location 309 - Location 10,309,10,3,29404.579090457209531
3074,Location 309 - Location 3,309,3,4,39622.248467853227339
3075,Location 309 - Location 2,309,2,5,46607.494792471698020
3076,Location 309 - Location 4,309,4,6,78290.378369632089743
3077,Location 309 - Location 6,309,6,7,99113.184400831058156
3078,Location 309 - Location 5,309,5,8,102166.464590985560790
3079,Location 309 - Location 1,309,1,9,124217.138503525682609
3080,Location 309 - Location 7,309,7,10,130174.706986801931635
3081,Location 310 - Location 5,310,5,1,31566.947153776505729
3082,Location 310 - Location 6,310,6,2,34612.223656976486382
3083,Location 310 - Location 3,310,3,3,39294.882758254592773
3084,Location 310 - Location 4,310,4,4,41440.768432178891089
3085,Location 310 - Location 2,310,2,5,57509.701510132465046
3086,Location 310 - Location 1,310,1,6,57608.411624686377763
3087,Location 310 - Location 7,310,7,7,66619.492973385873483
3088,Location 310 - Location 10,310,10,8,71925.738287891654181
3089,Location 310 - Location 8,310,8,9,73089.793178382285987
3090,Location 310 - Location 9,310,9,10,77059.994295441269060
3091,Location 311 - Location 3,311,3,1,33828.605562385382655
3092,Location 311 - Location 5,311,5,2,57061.853723721185816
3093,Location 311 - Location 8,311,8,3,66275.475833451841027
3094,Location 311 - Location 9,311,9,4,70245.676950510824099
3095,Location 311 - Location 6,311,6,5,70293.638152958461433
3096,Location 311 - Location 4,311,4,6,73908.295228274364490
3097,Location 311 - Location 1,311,1,7,83103.318194631094229
3098,Location 311 - Location 2,311,2,8,87103.094009881126112
3099,Location 311 - Location 10,311,10,9,93325.243569559926982
3100,Location 311 - Location 7,311,7,10,102300.907469367914018
3101,Location 312 - Location 4,312,4,1,16046.106884781002009
3102,Location 312 - Location 2,312,2,2,17333.523086805464118
3103,Location 312 - Location 6,312,6,3,39306.629534844971204
3104,Location 312 - Location 10,312,10,4,44488.739518816713826
3105,Location 312 - Location 3,312,3,5,53853.844954840416904
3106,Location 312 - Location 5,312,5,6,63227.919489748717751
3107,Location 312 - Location 8,312,8,7,69872.428048494373797
3108,Location 312 - Location 7,312,7,8,69996.347321888009901
3109,Location 312 - Location 1,312,1,9,71119.875997276249109
3110,Location 312 - Location 9,312,9,10,75536.267287524271524
3111,Location 313 - Location 3,313,3,1,54123.750022002583137
3112,Location 313 - Location 8,313,8,2,76864.666394954227144
3113,Location 313 - Location 5,313,5,3,78409.317554093562649
3114,Location 313 - Location 9,313,9,4,78502.414414902959834
3115,Location 313 - Location 6,313,6,5,91893.765827832452487
3116,Location 313 - Location 4,313,4,6,95508.422903148355545
3117,Location 313 - Location 1,313,1,7,104450.782025003456511
3118,Location 313 - Location 10,313,10,8,107480.148527234661742
3119,Location 313 - Location 2,313,2,9,108703.221684755117167
3120,Location 313 - Location 7,313,7,10,123901.035144241905073
3121,Location 314 - Location 4,314,4,1,29506.676028430574661
3122,Location 314 - Location 3,314,3,2,34829.179655697684211
3123,Location 314 - Location 6,314,6,3,35852.922503418107226
3124,Location 314 - Location 5,314,5,4,43609.639575364315533
3125,Location 314 - Location 2,314,2,5,44333.031596200249624
3126,Location 314 - Location 10,314,10,6,58749.068373959446035
3127,Location 314 - Location 8,314,8,7,60817.450392011698568
3128,Location 314 - Location 1,314,1,8,60956.876606112753507
3129,Location 314 - Location 9,314,9,9,66260.162547525033006
3130,Location 314 - Location 7,314,7,10,67914.799872491435963
3131,Location 315 - Location 3,315,3,1,20395.448569232408772
3132,Location 315 - Location 8,315,8,2,42607.044799084615079
3133,Location 315 - Location 9,315,9,3,44244.792819033347769
3134,Location 315 - Location 10,315,10,4,73222.526931365006021
3135,Location 315 - Location 4,315,4,5,73920.428865601337748
3136,Location 315 - Location 5,315,5,6,76664.248145141551504
3137,Location 315 - Location 2,315,2,7,82215.595010491568246
3138,Location 315 - Location 6,315,6,8,84571.686799511953723
3139,Location 315 - Location 1,315,1,9,102705.712616051459918
3140,Location 315 - Location 7,315,7,10,116633.564168585289735
3141,Location 316 - Location 10,316,10,1,31089.967914022236073
3142,Location 316 - Location 8,316,8,2,32292.755024663692893
3143,Location 316 - Location 9,316,9,3,37021.028961733885808
3144,Location 316 - Location 2,316,2,4,58245.184346033514885
3145,Location 316 - Location 3,316,3,5,62034.843153405337944
3146,Location 316 - Location 4,316,4,6,89928.067923193986644
3147,Location 316 - Location 6,316,6,7,111122.678753320855321
3148,Location 316 - Location 5,316,5,8,124579.059276537620462
3149,Location 316 - Location 7,316,7,9,141812.396540363843087
3150,Location 316 - Location 1,316,1,10,145201.889007286663400
3151,Location 317 - Location 7,317,7,1,18747.184569019089395
3152,Location 317 - Location 1,317,1,2,44728.825610597443301
3153,Location 317 - Location 6,317,6,3,53638.808982913855289
3154,Location 317 - Location 5,317,5,4,71473.093747624428943
3155,Location 317 - Location 4,317,4,5,73515.977771055520861
3156,Location 317 - Location 2,317,2,6,99085.003353195817908
3157,Location 317 - Location 3,317,3,7,117360.370834933550213
3158,Location 317 - Location 10,317,10,8,126240.219785207096720
3159,Location 317 - Location 8,317,8,9,143348.641571247630054
3160,Location 317 - Location 9,317,9,10,148791.353726760949939
3161,Location 318 - Location 10,318,10,1,11073.375877187967490
3162,Location 318 - Location 2,318,2,2,28423.144669403925946
3163,Location 318 - Location 8,318,8,3,32741.325920618757664
3164,Location 318 - Location 9,318,9,4,38757.611336830916116
3165,Location 318 - Location 3,318,3,5,51227.708307698369026
3166,Location 318 - Location 4,318,4,6,60106.028246564361325
3167,Location 318 - Location 6,318,6,7,81300.639076691222726
3168,Location 318 - Location 5,318,5,8,98997.775005713920109
3169,Location 318 - Location 7,318,7,9,111990.356863734254148
3170,Location 318 - Location 1,318,1,10,115379.849330657074461
3171,Location 319 - Location 5,319,5,1,22671.674339843917551
3172,Location 319 - Location 1,319,1,2,23541.460964288376999
3173,Location 319 - Location 6,319,6,3,26153.264719322654855
3174,Location 319 - Location 4,319,4,4,34659.377278144158481
3175,Location 319 - Location 7,319,7,5,41888.437216870501288
3176,Location 319 - Location 2,319,2,6,66342.260855304659344
3177,Location 319 - Location 3,319,3,7,73283.864722017431632
3178,Location 319 - Location 10,319,10,8,93497.477287315807189
3179,Location 319 - Location 8,319,8,9,100135.923361738910899
3180,Location 319 - Location 9,319,9,10,105578.635517252230784
3181,Location 320 - Location 9,320,9,1,9331.822924789516037
3182,Location 320 - Location 8,320,8,2,16235.599622463943888
3183,Location 320 - Location 10,320,10,3,45410.721852737791778
3184,Location 320 - Location 3,320,3,4,47327.381843589100754
3185,Location 320 - Location 2,320,2,5,68421.269788115983829
3186,Location 320 - Location 4,320,4,6,97071.292048449089634
3187,Location 320 - Location 5,320,5,7,109871.597966721514240
3188,Location 320 - Location 6,320,6,8,111444.907975732683553
3189,Location 320 - Location 1,320,1,9,135913.062437631451758
3190,Location 320 - Location 7,320,7,10,143506.785344805946806
3191,Location 321 - Location 3,321,3,1,22898.580314698650909
3192,Location 321 - Location 8,321,8,2,45110.176544550857216
3193,Location 321 - Location 9,321,9,3,46747.924564499589906
3194,Location 321 - Location 10,321,10,4,75725.658676831240882
3195,Location 321 - Location 4,321,4,5,76423.560611067572609
3196,Location 321 - Location 5,321,5,6,79167.379890607786365
3197,Location 321 - Location 2,321,2,7,84718.726755957803107
3198,Location 321 - Location 6,321,6,8,87074.818544978188584
3199,Location 321 - Location 1,321,1,9,105208.844361517694779
3200,Location 321 - Location 7,321,7,10,119136.695914051524596
3201,Location 322 - Location 3,322,3,1,33430.477029042049253
3202,Location 322 - Location 9,322,9,2,39922.442415097066259
3203,Location 322 - Location 8,322,8,3,42735.312287060085509
3204,Location 322 - Location 10,322,10,4,73553.164453900040826
3205,Location 322 - Location 2,322,2,5,82546.232533026646706
3206,Location 322 - Location 4,322,4,6,90697.540068055110169
3207,Location 322 - Location 5,322,5,7,95503.962055943775340
3208,Location 322 - Location 6,322,6,8,103411.400710314177559
3209,Location 322 - Location 1,322,1,9,121545.426526853712858
3210,Location 322 - Location 7,322,7,10,135473.278079387557227
3211,Location 323 - Location 10,323,10,1,25906.246451978091500
3212,Location 323 - Location 8,323,8,2,37506.193043246705201
3213,Location 323 - Location 9,323,9,3,42392.068873670796165
3214,Location 323 - Location 2,323,2,4,53061.462883989355760
3215,Location 323 - Location 3,323,3,5,63538.944782928127097
3216,Location 323 - Location 4,323,4,6,84744.346461149762035
3217,Location 323 - Location 6,323,6,7,105938.957291276645265
3218,Location 323 - Location 5,323,5,8,126083.160906060496927
3219,Location 323 - Location 7,323,7,9,136628.675078319676686
3220,Location 323 - Location 1,323,1,10,140018.167545242526103
3221,Location 324 - Location 4,324,4,1,29946.566122271971835
3222,Location 324 - Location 2,324,2,2,30150.472616151808325
3223,Location 324 - Location 6,324,6,3,38662.591461126969079
3224,Location 324 - Location 10,324,10,4,57305.689048163083498
3225,Location 324 - Location 7,324,7,5,64608.714625353939482
3226,Location 324 - Location 1,324,1,6,71977.664120222485508
3227,Location 324 - Location 3,324,3,7,77056.317101242530043
3228,Location 324 - Location 8,324,8,8,83968.774663845848409
3229,Location 324 - Location 5,324,5,9,84677.325287439423846
3230,Location 324 - Location 9,324,9,10,89985.060080057985033
3231,Location 325 - Location 7,325,7,1,39299.121801045585016
3232,Location 325 - Location 1,325,1,2,54141.509570485199220
3233,Location 325 - Location 6,325,6,3,69277.524523711108486
3234,Location 325 - Location 5,325,5,4,82319.962037385848816
3235,Location 325 - Location 4,325,4,5,92486.851198012998793
3236,Location 325 - Location 2,325,2,6,119572.908856814843602
3237,Location 325 - Location 3,325,3,7,132999.086375730752479
3238,Location 325 - Location 10,325,10,8,146728.125288826093310
3239,Location 325 - Location 8,325,8,9,158987.357112044963287
3240,Location 325 - Location 9,325,9,10,164430.069267558254069
3241,Location 326 - Location 10,326,10,1,12357.074755212488526
3242,Location 326 - Location 2,326,2,2,39512.291187223781890
3243,Location 326 - Location 8,326,8,3,44152.573672658494615
3244,Location 326 - Location 9,326,9,4,50039.852781412249897
3245,Location 326 - Location 3,326,3,5,67814.895778073609108
3246,Location 326 - Location 4,326,4,6,71195.174764384224545
3247,Location 326 - Location 6,326,6,7,92389.785594511093223
3248,Location 326 - Location 5,326,5,8,113267.571553235698957
3249,Location 326 - Location 7,326,7,9,123079.503381554124644
3250,Location 326 - Location 1,326,1,10,126468.995848476944957
3251,Location 327 - Location 10,327,10,1,18996.848605239752942
3252,Location 327 - Location 8,327,8,2,29670.728653752390528
3253,Location 327 - Location 9,327,9,3,34707.513869164198695
3254,Location 327 - Location 2,327,2,4,45901.918398873160186
3255,Location 327 - Location 3,327,3,5,55703.480393433797872
3256,Location 327 - Location 4,327,4,6,77584.801976033588289
3257,Location 327 - Location 6,327,6,7,98779.412806160442415
3258,Location 327 - Location 5,327,5,8,114734.519773343214183
3259,Location 327 - Location 7,327,7,9,129469.130593203473836
3260,Location 327 - Location 1,327,1,10,132858.623060126294149
3261,Location 328 - Location 5,328,5,1,23171.205924179346766
3262,Location 328 - Location 1,328,1,2,23603.419750432127330
3263,Location 328 - Location 6,328,6,3,54397.230303215103049
3264,Location 328 - Location 7,328,7,4,57972.374910833459580
3265,Location 328 - Location 4,328,4,5,64348.785661620357132
3266,Location 328 - Location 3,328,3,6,85616.476481118224910
3267,Location 328 - Location 2,328,2,7,96031.669238780930755
3268,Location 328 - Location 8,328,8,8,119411.386901245990884
3269,Location 328 - Location 10,328,10,9,123186.885670792136807
3270,Location 328 - Location 9,328,9,10,123381.588018304901198
3271,Location 329 - Location 9,329,9,1,24137.428852177014051
3272,Location 329 - Location 8,329,8,2,30796.490369147795718
3273,Location 329 - Location 3,329,3,3,58586.141351201222278
3274,Location 329 - Location 10,329,10,4,65528.390734533182695
3275,Location 329 - Location 2,329,2,5,83727.301135379515472
3276,Location 329 - Location 4,329,4,6,110016.575327642887714
3277,Location 329 - Location 5,329,5,7,121130.357474333635764
3278,Location 329 - Location 6,329,6,8,124390.191254926408874
3279,Location 329 - Location 1,329,1,9,147171.821945243660593
3280,Location 329 - Location 7,329,7,10,156452.068623999773990
3281,Location 330 - Location 3,330,3,1,28208.587898168254469
3282,Location 330 - Location 8,330,8,2,50109.807754651730647
3283,Location 330 - Location 9,330,9,3,51266.220723451333470
3284,Location 330 - Location 10,330,10,4,80725.289886932107038
3285,Location 330 - Location 4,330,4,5,82933.024971078411909
3286,Location 330 - Location 5,330,5,6,84702.901423115166835
3287,Location 330 - Location 2,330,2,7,89718.357966058712918
3288,Location 330 - Location 6,330,6,8,93584.282904989027884
3289,Location 330 - Location 1,330,1,9,110744.365894025206217
3290,Location 330 - Location 7,330,7,10,125646.160274062363897
3291,Location 331 - Location 10,331,10,1,18212.848076201837102
3292,Location 331 - Location 2,331,2,2,20002.351235965728847
3293,Location 331 - Location 4,331,4,3,51685.234813126167865
3294,Location 331 - Location 8,331,8,4,55034.833562539854029
3295,Location 331 - Location 9,331,9,5,61051.118978752012481
3296,Location 331 - Location 6,331,6,6,72879.845643253007438
3297,Location 331 - Location 3,331,3,7,73521.215949619450839
3298,Location 331 - Location 5,331,5,8,98263.735798128283932
3299,Location 331 - Location 7,331,7,9,103569.563430296024308
3300,Location 331 - Location 1,331,1,10,106959.055897218844621
3301,Location 332 - Location 4,332,4,1,14098.795435904903570
3302,Location 332 - Location 6,332,6,2,23273.338600289880560
3303,Location 332 - Location 2,332,2,3,31452.007380038096017
3304,Location 332 - Location 7,332,7,4,53939.452808362671931
3305,Location 332 - Location 10,332,10,5,58607.223812049400294
3306,Location 332 - Location 1,332,1,6,59360.269682416881551
3307,Location 332 - Location 3,332,3,7,66099.559452599802171
3308,Location 332 - Location 5,332,5,8,67718.877344304040889
3309,Location 332 - Location 8,332,8,9,85270.309427732150652
3310,Location 332 - Location 9,332,9,10,91286.594843944287277
3311,Location 333 - Location 3,333,3,1,19382.479920246267284
3312,Location 333 - Location 8,333,8,2,38030.906254055364116
3313,Location 333 - Location 9,333,9,3,43473.618409568705829
3314,Location 333 - Location 10,333,10,4,44921.309517536254134
3315,Location 333 - Location 2,333,2,5,45382.170117954236048
3316,Location 333 - Location 4,333,4,6,48639.182445296413789
3317,Location 333 - Location 6,333,6,7,63012.798372579993156
3318,Location 333 - Location 5,333,5,8,66973.195198160450673
3319,Location 333 - Location 1,333,1,9,88116.752475274624885
3320,Location 333 - Location 7,333,7,10,95074.675741653292789
3321,Location 334 - Location 3,334,3,1,39820.228298138870741
3322,Location 334 - Location 9,334,9,2,57877.404106929672707
3323,Location 334 - Location 8,334,8,3,60690.273978892677405
3324,Location 334 - Location 5,334,5,4,85458.399873674585251
3325,Location 334 - Location 10,334,10,5,91508.126145732589066
3326,Location 334 - Location 4,334,4,6,91946.539746758309775
3327,Location 334 - Location 6,334,6,7,96759.277645168229355
3328,Location 334 - Location 2,334,2,8,100501.194224859209498
3329,Location 334 - Location 1,334,1,9,111499.864344584493665
3330,Location 334 - Location 7,334,7,10,128766.546961577580078
3331,Location 335 - Location 9,335,9,1,33033.476265853591030
3332,Location 335 - Location 8,335,8,2,38442.354980746298679
3333,Location 335 - Location 3,335,3,3,44748.314270772032614
3334,Location 335 - Location 10,335,10,4,73398.560191358468728
3335,Location 335 - Location 2,335,2,5,82391.628270485030953
3336,Location 335 - Location 4,335,4,6,96681.500640003563603
3337,Location 335 - Location 5,335,5,7,107292.530393904438824
3338,Location 335 - Location 6,335,6,8,111055.116567287157523
3339,Location 335 - Location 1,335,1,9,133333.994864814419998
3340,Location 335 - Location 7,335,7,10,143116.993936360580847
3341,Location 336 - Location 6,336,6,1,11293.475144756725058
3342,Location 336 - Location 4,336,4,2,24072.516757308170781
3343,Location 336 - Location 1,336,1,3,32389.236674907089764
3344,Location 336 - Location 5,336,5,4,35725.845650761504658
3345,Location 336 - Location 7,336,7,5,41086.523127398468205
3346,Location 336 - Location 2,336,2,6,55755.400334468649817
3347,Location 336 - Location 3,336,3,7,64584.751935025960847
3348,Location 336 - Location 10,336,10,8,82910.616766479841317
3349,Location 336 - Location 8,336,8,9,90573.022671340004308
3350,Location 336 - Location 9,336,9,10,96015.734826853338745
3351,Location 337 - Location 4,337,4,1,18373.102343380262027
3352,Location 337 - Location 6,337,6,2,20906.058327794904471
3353,Location 337 - Location 5,337,5,3,40119.826398923971283
3354,Location 337 - Location 2,337,2,4,43274.921600394467532
3355,Location 337 - Location 1,337,1,5,46948.259687047604530
3356,Location 337 - Location 3,337,3,6,53200.412033859043731
3357,Location 337 - Location 7,337,7,7,53906.182953426279710
3358,Location 337 - Location 10,337,10,8,70430.138032405753620
3359,Location 337 - Location 8,337,8,9,79188.682770173109020
3360,Location 337 - Location 9,337,9,10,84631.394925686443457
3361,Location 338 - Location 3,338,3,1,39371.618595346677466
3362,Location 338 - Location 9,338,9,2,40978.592222198472882
3363,Location 338 - Location 8,338,8,3,43791.462094161492132
3364,Location 338 - Location 10,338,10,4,74609.314261001476552
3365,Location 338 - Location 2,338,2,5,83602.382340128082433
3366,Location 338 - Location 4,338,4,6,93118.789077675639419
3367,Location 338 - Location 5,338,5,7,101445.103622248439933
3368,Location 338 - Location 6,338,6,8,107492.405004959160578
3369,Location 338 - Location 1,338,1,9,127486.568093158377451
3370,Location 338 - Location 7,338,7,10,139554.282374032365624
3371,Location 339 - Location 5,339,5,1,6990.176440681850181
3372,Location 339 - Location 1,339,1,2,22246.005979132962239
3373,Location 339 - Location 6,339,6,3,47059.192331056663534
3374,Location 339 - Location 7,339,7,4,55043.753907687852916
3375,Location 339 - Location 4,339,4,5,55208.617143740048050
3376,Location 339 - Location 3,339,3,6,69435.446997620747425
3377,Location 339 - Location 2,339,2,7,82973.330651149706682
3378,Location 339 - Location 8,339,8,8,103230.357417748513399
3379,Location 339 - Location 9,339,9,9,107200.558534807423712
3380,Location 339 - Location 10,339,10,10,107730.089998510360601
3381,Location 340 - Location 4,340,4,1,14455.339120060960340
3382,Location 340 - Location 2,340,2,2,17846.045719106936303
3383,Location 340 - Location 6,340,6,3,37715.861770124924078
3384,Location 340 - Location 10,340,10,4,45001.262151118193287
3385,Location 340 - Location 3,340,3,5,54934.420109895872883
3386,Location 340 - Location 5,340,5,6,63943.766987752533169
3387,Location 340 - Location 7,340,7,7,68405.579557167962776
3388,Location 340 - Location 1,340,1,8,69637.471642092365073
3389,Location 340 - Location 8,340,8,9,70384.950680795867811
3390,Location 340 - Location 9,340,9,10,76048.789919825765537
3391,Location 341 - Location 7,341,7,1,15624.651529075950748
3392,Location 341 - Location 6,341,6,2,31424.424783374412073
3393,Location 341 - Location 4,341,4,3,45557.551351292939216
3394,Location 341 - Location 1,341,1,4,48577.965064021896978
3395,Location 341 - Location 2,341,2,5,71126.576933433316299
3396,Location 341 - Location 5,341,5,6,75255.108180356677622
3397,Location 341 - Location 10,341,10,7,98281.793365444595111
3398,Location 341 - Location 3,341,3,8,100161.783312200321234
3399,Location 341 - Location 8,341,8,9,124944.878981127360021
3400,Location 341 - Location 9,341,9,10,130681.591960210309480
3401,Location 342 - Location 3,342,3,1,41698.685200157022336
3402,Location 342 - Location 5,342,5,2,55523.950755233658128
3403,Location 342 - Location 8,342,8,3,73545.739510445229826
3404,Location 342 - Location 9,342,9,4,75183.487530393947964
3405,Location 342 - Location 6,342,6,5,77832.610879797008238
3406,Location 342 - Location 4,342,4,6,81447.267955112896743
3407,Location 342 - Location 1,342,1,7,81565.415226143610198
3408,Location 342 - Location 2,342,2,8,94642.066736719702021
3409,Location 342 - Location 10,342,10,9,101195.323207331573940
3410,Location 342 - Location 7,342,7,10,104235.755108665238367
3411,Location 343 - Location 7,343,7,1,34819.690662556429743
3412,Location 343 - Location 1,343,1,2,50901.939420824935951
3413,Location 343 - Location 6,343,6,3,65181.104237381194253
3414,Location 343 - Location 5,343,5,4,79080.391887725621928
3415,Location 343 - Location 4,343,4,5,88390.430911683128215
3416,Location 343 - Location 2,343,2,6,114896.462111983113573
3417,Location 343 - Location 3,343,3,7,128902.666089400896453
3418,Location 343 - Location 10,343,10,8,142051.678543994436041
3419,Location 343 - Location 8,343,8,9,154890.936825714976294
3420,Location 343 - Location 9,343,9,10,160333.648981228267075
3421,Location 344 - Location 9,344,9,1,16728.547221706408891
3422,Location 344 - Location 8,344,8,2,23387.608738677186921
3423,Location 344 - Location 3,344,3,3,51633.521671972535842
3424,Location 344 - Location 10,344,10,4,57787.110018686253170
3425,Location 344 - Location 2,344,2,5,76318.419504908888484
3426,Location 344 - Location 4,344,4,6,103063.955648414281313
3427,Location 344 - Location 5,344,5,7,114177.737795105029363
3428,Location 344 - Location 6,344,6,8,117437.571575697802473
3429,Location 344 - Location 1,344,1,9,140219.202266015025089
3430,Location 344 - Location 7,344,7,10,149499.448944771138486
3431,Location 345 - Location 9,345,9,1,24064.345399906633247
3432,Location 345 - Location 8,345,8,2,30968.122097581061098
3433,Location 345 - Location 10,345,10,3,60143.244327854888979
3434,Location 345 - Location 3,345,3,4,61166.879787848185515
3435,Location 345 - Location 2,345,2,5,83153.792263233088306
3436,Location 345 - Location 4,345,4,6,111803.814523566194111
3437,Location 345 - Location 5,345,5,7,123711.095910980671761
3438,Location 345 - Location 6,345,6,8,126177.430450849788031
3439,Location 345 - Location 1,345,1,9,149752.560381890711142
3440,Location 345 - Location 7,345,7,10,158239.307819923036732
3441,Location 346 - Location 3,346,3,1,29094.407414819095720
3442,Location 346 - Location 5,346,5,2,41007.852640030600014
3443,Location 346 - Location 6,346,6,3,52437.898287098403671
3444,Location 346 - Location 4,346,4,4,56052.555362414270348
3445,Location 346 - Location 8,346,8,5,63115.896973210874421
3446,Location 346 - Location 1,346,1,6,67049.317110940508428
3447,Location 346 - Location 9,346,9,7,67086.098090269835666
3448,Location 346 - Location 2,346,2,8,69247.354144021039247
3449,Location 346 - Location 10,346,10,9,78271.288552818412427
