ton/ha,contcorn,cornsoy,miscanthus,switchgrass,sorghum,cane
0,11.758962501020665,4.891953788918647,23.62557004181767,17.985792672724806,0,0
1,12.30557049493596,5.03853779223245,23.12931679683461,17.769018359223303,0,0
2,12.487090502137905,5.105967453876982,23.06985556924387,17.69302378431571,0,0
3,12.535306183733438,5.1320396070179335,23.09526077410828,17.6368170735635,0,0
4,12.14310640260599,4.9315799332544135,22.844143895122386,17.317197286330064,0,0
5,12.14310640260599,4.9315799332544135,22.844143895122386,17.317197286330064,0,0
6,12.571599439748715,5.056905511887564,22.571720581940173,17.56024878681835,0,0
7,12.50414326723927,5.023542708635689,22.529943425010604,17.470690827901358,0,0
8,12.494451128701836,5.026610677810499,22.5690537972808,17.461310920059404,0,0
9,12.419691171864393,5.001044455679726,22.59619070635358,17.423184000542808,0,0
10,12.16742205285361,4.903819822896566,22.624933874727176,17.289901047638548,0,0
11,11.94076239121619,4.829333366644696,22.72576860681697,17.18406052295311,0,0
12,12.371375094810324,5.008637020760567,22.756782735133253,17.44209086999521,0,0
13,12.018660703842738,4.8626952705762525,22.73636109488206,17.22882778873089,0,0
14,11.81731815816061,4.788044696595113,22.776479505786508,17.125637156013845,0,0
15,11.622245797776538,4.712961951650998,22.79927835186892,17.022679530088112,0,0
16,12.037122951663315,4.8171587352885785,22.42734856871539,17.181659601406732,0,0
17,12.197535138871933,4.872498409329953,22.37128041330401,17.259402086131473,0,0
18,11.890078446721995,4.766430700750623,22.47874437784252,17.11039565707567,0,0
19,11.609357119106855,4.6695862711782015,22.57686364981245,16.974346308807338,0,0
20,12.199842919849733,4.866806342419092,22.332653847533226,17.25350606271609,0,0
21,11.730145263111613,4.672326985740135,22.307725484913263,16.990798491464194,0,0
22,11.679060668336561,4.678061180208485,22.461732629797936,16.991292846500038,0,0
23,11.542997711368187,4.607764032691854,22.37313833289323,16.900098925951973,0,0
24,12.690579104336328,5.075415748727882,22.900301595894824,17.347897647573692,0,0
25,11.404516579868762,4.648662497780623,22.93841350203543,16.928849589480794,0,0
26,11.237639751354154,4.549135501176281,22.75217228618364,16.802613822039167,0,0
27,11.89055745032023,4.727666659781509,22.251657329501885,17.068540976188945,0,0
28,11.295456087622386,4.541830722362604,22.573120263322767,16.80117326911133,0,0
29,12.360255107058348,4.922146016460465,22.276585692121852,17.331248547440833,0,0
30,11.251891369353899,4.536533904218704,22.64507715083181,16.790581683053432,0,0
31,12.141081741934386,4.823825910713544,22.220822598756836,17.200477278793187,0,0
32,11.576177415237524,4.638675151935027,22.47500099135284,16.93722261737966,0,0
33,10.90134896253371,4.38640533652636,22.597410954538738,16.589128987052995,0,0
34,11.494142544254027,4.577933340856267,22.314574586488853,16.86239271754618,0,0
35,11.895173012275679,4.7162825259597385,22.174404197960364,17.056748929358097,0,0
36,11.797462678047163,4.656621142288446,22.057276705151388,16.981336512546353,0,0
37,12.869076474523,5.092030728284551,22.696185465054842,17.341910307203275,0,0
38,11.563767740166893,4.556535430493501,22.025499240956048,16.84703471521266,0,0
39,10.841433894129732,4.346270938276368,22.50489298864784,16.539048214837955,0,0
40,11.412586676868699,4.478427488808356,21.927061133284145,16.745708136825925,0,0
41,11.336996145219604,4.439373517965781,21.8778420794482,16.695044847632552,0,0
42,11.330072802286837,4.45644971869863,21.993721776760644,16.71273291787907,0,0
43,12.853434150793055,5.064480161505599,22.63691732345385,17.326264908719192,0,0
44,11.994769275412994,4.804205471226955,22.83686400259457,17.022545294776727,0,0
45,10.60129461691518,4.224497386245259,22.36190817342433,16.380579806864187,0,0
46,11.079069507074546,4.399054508735766,22.25164355584645,16.62265129616164,0,0
47,11.395060626990967,4.493467976641343,22.05610173175252,16.760011307631007,0,0
48,11.313744181407015,4.4741741758759535,22.13558082130617,16.73007147793863,0,0
49,10.855759583593537,4.273354495841587,22.046046545682415,16.46181739345821,0,0
50,10.855759583593537,4.273354495841587,22.046046545682415,16.46181739345821,0,0
51,11.044735912716453,4.3709894229480835,22.16909418027224,16.588475616441723,0,0
52,10.846528459683249,4.296122763485409,22.20055280876565,16.485401487120274,0,0
53,10.695347396384916,4.218014821800213,22.102114701093804,16.384074908733467,0,0
54,11.467312835476713,4.542984040760289,22.557264851853372,16.68194883619258,0,0
55,11.1021177866849,4.435057789741584,22.4071032052708,16.664148732489604,0,0
56,11.183507300944159,4.366957643191752,21.818030537547287,16.59961429266154,0,0
57,12.055339821558075,4.781560265506169,22.649898953213054,16.972741717360392,0,0
58,11.117989190827439,4.4103403249559125,22.54004197032989,16.524545295313178,0,0
59,10.513355316109244,4.170802140940987,22.256493429896256,16.312708631733475,0,0
60,12.122080045662088,4.773232198078364,22.51455571753376,16.947262551198236,0,0
61,12.413020842505276,4.871102350884147,22.58796469450181,17.1560578193345,0,0
62,12.527250865886938,4.9382797302265615,22.59393041581088,17.160104803228112,0,0
63,10.310906780298087,4.095121196318384,22.293216418852033,16.20828054263547,0,0
64,10.864661024507651,4.251399380613885,21.89705836342366,16.43907558885587,0,0
65,10.347765848179518,4.14514422919422,22.497797873468148,16.26647720375105,0,0
66,11.128528329363494,4.3883411830706045,22.432358029389423,16.485377145742792,0,0
67,12.21437906500064,4.790829744048646,22.76846046511673,17.245173156286242,0,0
68,10.120995887645638,4.0819926313830965,22.672998168799282,16.169949513610447,0,0
69,10.445062606570492,4.102473550383911,22.019405907668773,16.231211265686245,0,0
70,10.508678848240137,4.11468782778301,21.940440500733274,16.251520662334773,0,0
71,10.76799758544493,4.19138642038728,21.807762775099587,16.371141187982868,0,0
72,11.05363178929198,4.308394106647132,21.961099752209602,16.564357711169613,0,0
73,10.701954458512176,4.165251401484246,21.79513623098093,16.33164032180735,0,0
74,10.612398136711985,4.1407370236924725,21.84745805494492,16.291265680164518,0,0
75,10.094739168007195,4.007141402186607,22.428606456619573,16.038721273367738,0,0
76,10.258655289480213,4.032326573165449,22.050522081083397,16.134557425060716,0,0
77,10.274983910359973,4.014602115988102,21.90866303653789,16.11721886500113,0,0
78,11.557869483646018,4.52008649309509,22.404917772239127,16.69840657133895,0,0
79,10.896268368526833,4.3379966588235135,22.57841278311874,16.444649551789073,0,0
80,10.830816243255224,4.231366050852375,22.234868123279465,16.27703098515018,0,0
81,9.928915505342056,3.909812459199809,22.114717639771428,15.965282137645929,0,0
82,11.054916081478671,4.3296615070836,22.309068278203906,16.407598103617516,0,0
83,11.588846311049142,4.528972355985918,22.430462230234593,17.146855806657484,0,0
