kg/ha,contcorn,cornsoy,miscanthus,switchgrass,sorghum,cane,fallow,CRP
21188,217.1204918604869,185.09036889536517,45.48493851743913,104.96987703487824,45.48493851743913,45.48493851743913,0,0
21189,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21190,216.56204417831464,184.671533133736,45.55474447771068,105.10948895542136,45.55474447771068,45.55474447771068,0,0
21191,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21192,210.73527391714038,179.93485807775326,42.06722111918299,112.79833664245106,42.06722111918299,42.06722111918299,0,0
21193,216.3359572151585,184.5019679113689,45.58300534810519,105.16601069621038,45.58300534810519,45.58300534810519,0,0
21194,216.44079832853438,184.5805987464008,45.56990020893319,105.1398004178664,45.56990020893319,45.56990020893319,0,0
21195,216.44079832853438,184.5805987464008,45.56990020893319,105.1398004178664,45.56990020893319,45.56990020893319,0,0
21196,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21197,215.3323772540454,183.7492829405341,45.708452843244345,105.41690568648865,45.708452843244345,45.708452843244345,0,0
21198,215.37982764936808,183.78487073702598,45.702521543828965,105.40504308765793,45.702521543828965,45.702521543828965,0,0
21199,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21200,221.0,188.0,45.0,104.00000000000004,45.0,45.0,0,0
21201,221.0,188.0,45.0,104.00000000000004,45.0,45.0,0,0
21202,210.1364653976604,179.46436566959025,41.89613297076011,113.31160108771972,41.89613297076011,41.89613297076011,0,0
21203,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21204,219.1284670436329,186.52950981999734,44.46527629818085,105.6041711054575,44.46527629818085,44.46527629818085,0,0
21205,210.62642112520044,179.84933088408607,42.03612032148583,112.89163903554248,42.03612032148583,42.03612032148583,0,0
21206,209.80336905156148,179.2026471119411,41.80096258616041,113.59711224151876,41.80096258616041,41.80096258616041,0,0
21207,221.0,188.00000000000009,45.0,104.00000000000004,45.0,45.0,0,0
21208,209.7202933635559,179.13737335707958,41.777226675301684,113.66831997409493,41.777226675301684,41.777226675301684,0,0
21209,221.00000000000009,188.0,45.0,104.0,45.0,45.0,0,0
21210,221.00000000000009,188.0,45.0,104.00000000000004,45.0,45.0,0,0
21211,215.77549168914481,184.08161876685853,45.6530635388569,105.3061270777138,45.6530635388569,45.6530635388569,0,0
21212,216.16062939715462,184.37047204786597,45.60492132535568,105.20984265071137,45.60492132535568,45.60492132535568,0,0
21213,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21214,221.00000000000009,188.0,45.0,104.0,45.0,45.0,0,0
21215,209.5961461891969,179.03982914865475,41.74175605405626,113.77473183783121,41.74175605405626,41.74175605405626,0,0
21216,209.5961461891969,179.03982914865475,41.74175605405626,113.77473183783121,41.74175605405626,41.74175605405626,0,0
21217,214.95315973502255,183.4648698012669,45.75585503312219,105.51171006624435,45.75585503312219,45.75585503312219,0,0
21218,221.0,188.0,45.0,104.00000000000004,45.0,45.0,0,0
21219,220.14955500272686,187.33179321642825,44.75701571506484,104.72895285480551,44.75701571506484,44.75701571506484,0,0
21220,221.0,188.0,45.0,104.00000000000004,45.0,45.0,0,0
21221,221.0,188.00000000000009,45.0,104.0,45.0,45.0,0,0
21222,215.33018126375538,183.74763594781646,45.70872734203057,105.41745468406113,45.70872734203057,45.70872734203057,0,0
21223,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21224,215.98731333199945,184.2404849989996,45.62658583350006,105.25317166700016,45.62658583350006,45.62658583350006,0,0
21225,221.00000000000009,188.0,45.0,104.00000000000004,45.0,45.0,0,0
21226,209.57929392144368,179.0265880811343,41.73694112041248,113.78917663876251,41.73694112041248,41.73694112041248,0,0
21227,209.66256800796842,179.0920177205466,41.76073371656236,113.71779885031286,41.76073371656236,41.76073371656236,0,0
21228,215.4803854985072,183.86028912388042,45.68995181268661,105.37990362537322,45.68995181268661,45.68995181268661,0,0
21229,215.16428790751328,183.62321593063496,45.72946401156082,105.45892802312169,45.72946401156082,45.72946401156082,0,0
21230,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21231,212.21121635335132,181.0945271347761,42.48891895810039,111.53324312569882,42.48891895810039,42.48891895810039,0,0
21232,215.80465908717304,184.10349431537966,45.649417614103356,105.29883522820671,45.649417614103356,45.649417614103356,0,0
21233,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21234,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21235,216.55214320498868,184.5052553753482,43.72918377285391,107.81244868143827,43.72918377285391,43.72918377285391,0,0
21236,215.3126229517046,183.73446721377843,45.71092213103693,105.42184426207385,45.71092213103693,45.71092213103693,0,0
21237,214.9988471525373,183.499135364403,45.75014410593282,105.50028821186571,45.75014410593282,45.75014410593282,0,0
21238,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21239,217.4389366801115,185.2020216772305,43.98255333717472,107.05233998847584,43.98255333717472,43.98255333717472,0,0
21240,214.5267943157215,183.14509573679103,45.80915071053482,105.61830142106965,45.80915071053482,45.80915071053482,0,0
21241,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21242,220.25592619259098,187.44194464444317,45.09300922592614,104.18601845185222,45.09300922592614,45.09300922592614,0,0
21243,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21244,219.6086772577056,186.90681784534007,44.60247921648731,105.19256235053804,44.60247921648731,44.60247921648731,0,0
21245,217.9191468941842,185.5793297025733,44.119756255481214,106.64073123355641,44.119756255481214,44.119756255481214,0,0
21246,207.653935434445,177.5138064127782,41.186838695555714,115.43948391333285,41.186838695555714,41.186838695555714,0,0
21247,219.08564757717514,186.5642356828814,45.2392940528531,104.4785881057062,45.2392940528531,45.2392940528531,0,0
21248,212.69466216258306,181.4743774134581,42.627046332166564,111.11886100350029,42.627046332166564,42.627046332166564,0,0
21249,208.3968307360685,178.09750986405388,41.39909449601958,114.80271651194124,41.39909449601958,41.39909449601958,0,0
21250,214.3607979055197,183.02059842913968,45.82990026181004,105.65980052362008,45.82990026181004,45.82990026181004,0,0
21251,220.95010204465453,187.96079446365712,44.98574344132986,104.04276967601042,44.98574344132986,44.98574344132986,0,0
21252,208.28251288215282,178.00768869312012,41.36643225204367,114.900703243869,41.36643225204367,41.36643225204367,0,0
21253,214.55270060111903,183.16452545083928,45.80591242486012,105.61182484972024,45.80591242486012,45.80591242486012,0,0
21254,217.78742487998363,185.59056865998767,45.40157189000205,104.80314378000408,45.40157189000205,45.40157189000205,0,0
21255,221.00000000000009,188.0,45.0,104.0,45.0,45.0,0,0
21256,221.0,188.00000000000009,45.0,104.0,45.0,45.0,0,0
21257,216.63345866475763,184.72509399856827,45.545817666905286,105.0916353338106,45.545817666905286,45.545817666905286,0,0
21258,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21259,208.66313205026267,178.3067466109206,41.47518058578932,114.57445824263205,41.47518058578932,41.47518058578932,0,0
21260,215.51849079908246,183.88886809931182,45.68518865011469,105.37037730022939,45.68518865011469,45.68518865011469,0,0
21261,208.44952713135257,178.13891417463412,41.41415060895788,114.75754817312634,41.41415060895788,41.41415060895788,0,0
21262,215.23916664277283,183.6793749820796,45.72010416965339,105.44020833930679,45.72010416965339,45.72010416965339,0,0
21263,215.1943415993552,183.6457561995164,45.725707300080614,105.45141460016121,45.725707300080614,45.725707300080614,0,0
21264,213.43061531962485,182.05262632256242,42.83731866274995,110.48804401175012,42.83731866274995,42.83731866274995,0,0
21265,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21266,221.0,188.00000000000009,45.0,104.0,45.0,45.0,0,0
21267,213.93189715380169,182.6989228653513,45.88351285577478,105.76702571154956,45.88351285577478,45.88351285577478,0,0
21268,221.0,188.0,45.0,104.0,45.0,45.0,0,0
21269,214.23378215847413,182.9253366188556,45.84577723019073,105.69155446038151,45.84577723019073,45.84577723019073,0,0
21270,220.96375169975857,187.9728137748189,45.004531037530185,104.00906207506037,45.004531037530185,45.004531037530185,0,0
21271,220.96375169975857,187.9728137748189,45.004531037530185,104.00906207506037,45.004531037530185,45.004531037530185,0,0
21272,214.18633176315137,182.88974882236354,45.85170852960609,105.70341705921213,45.85170852960609,45.85170852960609,0,0
21273,221.00000000000009,188.0,45.0,104.0,45.0,45.0,0,0
21274,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21275,214.13888136782882,182.85416102587158,45.85763982902139,105.71527965804279,45.85763982902139,45.85763982902139,0,0
21276,214.17386599856,182.88039949891999,45.853266750180005,105.70653350036,45.853266750180005,45.853266750180005,0,0
21277,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21278,207.1532097441846,177.1203790847165,41.043774212624186,115.86867736212744,41.043774212624186,41.043774212624186,0,0
21279,214.97343301061105,183.48007475795825,45.75332087367364,105.50664174734727,45.75332087367364,45.75332087367364,0,0
21280,214.97343301061105,183.48007475795825,45.75332087367364,105.50664174734727,45.75332087367364,45.75332087367364,0,0
21281,220.99740239746757,187.99805179810073,45.00032470031653,104.00064940063305,45.00032470031653,45.00032470031653,0,0
21282,215.86009471066868,183.961502986954,43.531455631619615,108.40563310514112,43.531455631619615,43.531455631619615,0,0
21283,215.86009471066868,183.961502986954,43.531455631619615,108.40563310514112,43.531455631619615,43.531455631619615,0,0
21284,214.7035818009132,183.2776863506849,45.78705227488585,105.5741045497717,45.78705227488585,45.78705227488585,0,0
21285,213.19281727912144,181.865785005024,42.76937636546325,110.69187090361021,42.76937636546325,42.76937636546325,0,0
21286,207.00000000000009,177.0,41.0,116.0,41.0,41.0,0,0
21287,213.4812115314504,182.3609086485877,45.939848558568706,105.87969711713741,45.939848558568706,45.939848558568706,0,0
21288,220.5195338754615,187.62791794949402,44.92513500889245,104.31956830187136,44.92513500889245,44.92513500889245,0,0
21289,213.4595370737315,182.34465280529858,45.94255786578357,105.88511573156714,45.94255786578357,45.94255786578357,0,0
21290,220.751984357117,187.8139882678377,45.03100195536037,104.06200391072076,45.03100195536037,45.03100195536037,0,0
21291,207.0,176.99999999999991,41.0,116.0,41.0,41.0,0,0
21292,213.73564734034267,182.55173550525697,45.90804408245716,105.81608816491432,45.90804408245716,45.90804408245716,0,0
21293,220.97279507948502,187.97959630961373,45.00340061506439,104.00680123012876,45.00340061506439,45.00340061506439,0,0
21294,219.35438141991432,186.7070139727898,44.52982326283266,105.41053021150199,44.52982326283266,44.52982326283266,0,0
21295,207.81082710059223,177.63707843617962,41.2316648858835,115.30500534234949,41.2316648858835,41.2316648858835,0,0
21296,213.041161452292,182.03087108921898,45.99485481846349,105.98970963692699,45.99485481846349,45.99485481846349,0,0
21297,213.26781690985024,182.2008626823877,45.96652288626872,105.93304577253744,45.96652288626872,45.96652288626872,0,0
21298,213.8512578182029,182.63844336365207,45.89359277272464,105.78718554544928,45.89359277272464,45.89359277272464,0,0
21299,213.8512578182029,182.63844336365207,45.89359277272464,105.78718554544928,45.89359277272464,45.89359277272464,0,0
21300,220.6170648337548,187.71279862531608,45.04786689578066,104.09573379156132,45.04786689578066,45.04786689578066,0,0
21301,208.23636772624317,177.97143178490535,41.353247921783755,114.94025623464873,41.353247921783755,41.353247921783755,0,0
21302,213.54021631871242,182.4051622390344,45.93247296016094,105.86494592032189,45.93247296016094,45.93247296016094,0,0
21303,214.13658105551585,182.85243579163682,45.85792736806052,105.71585473612106,45.85792736806052,45.85792736806052,0,0
21304,209.463253281731,178.93541329278858,41.70378665192313,113.8886400442306,41.70378665192313,41.70378665192313,0,0
21305,213.62467598584087,182.46850698938067,45.92191550176989,105.84383100353978,45.92191550176989,45.92191550176989,0,0
21306,213.51567342375176,182.38675506781377,45.93554082203103,105.87108164406204,45.93554082203103,45.93554082203103,0,0
21307,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21308,211.64966146198483,180.65330543441658,42.32847470342422,112.01457588972731,42.32847470342422,42.32847470342422,0,0
21309,213.13914959057584,182.10436219293186,45.98260630117802,105.96521260235605,45.98260630117802,45.98260630117802,0,0
21310,213.0,182.0,46.00000000000001,106.0,46.00000000000001,46.00000000000001,0,0
21311,220.78273090800758,187.83704818100566,45.027158636499045,104.05431727299812,45.027158636499045,45.027158636499045,0,0
21312,214.12274517449544,182.59644263710356,43.03507004985584,109.89478985043243,43.03507004985584,43.03507004985584,0,0
21313,220.73014437308285,187.7976082798121,45.03373195336465,104.06746390672927,45.03373195336465,45.03373195336465,0,0
21314,214.04893293785568,182.53844730831528,43.01398083938735,109.95805748183795,43.01398083938735,43.01398083938735,0,0
21315,213.45907454422687,182.34430590817013,45.942615681971645,105.88523136394329,45.942615681971645,45.942615681971645,0,0
21316,215.00864152820515,183.29250405787548,43.288183293772896,109.13545011868126,43.288183293772896,43.288183293772896,0,0
21317,213.04533884794532,182.03400413595887,45.99433264400685,105.98866528801369,45.99433264400685,45.99433264400685,0,0
21318,220.14892172244,187.36169129183,45.106384784694995,104.21276956939,45.106384784694995,45.106384784694995,0,0
21319,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21320,217.75108951140763,185.56331713355567,45.40611381107405,104.81222762214813,45.40611381107405,45.40611381107405,0,0
21321,220.1454571647657,187.3590928735744,45.106817854404255,104.21363570880855,45.106817854404255,45.106817854404255,0,0
21322,220.4690649005279,187.601798675396,45.06636688743399,104.13273377486804,45.06636688743399,45.06636688743399,0,0
21323,217.21597128600567,185.0268345818616,43.91884893885877,107.24345318342371,43.91884893885877,43.91884893885877,0,0
21324,216.55833624425725,184.66875218319282,45.55520796946786,105.11041593893572,45.55520796946786,45.55520796946786,0,0
21325,214.2289425854076,182.92170693905564,45.846382176824044,105.69276435364813,45.846382176824044,45.846382176824044,0,0
21326,213.0,182.0,46.0,105.99999999999996,46.0,46.0,0,0
21327,220.06163883444628,187.2962291258348,45.11729514569421,104.2345902913884,45.11729514569421,45.11729514569421,0,0
21328,220.1945422572956,187.3959066929717,45.10068221783805,104.20136443567611,45.10068221783805,45.10068221783805,0,0
21329,215.23709499477505,183.67782124608127,45.720363125653115,105.44072625130623,45.720363125653115,45.720363125653115,0,0
21330,212.34602657293323,181.20044945016187,42.52743616369522,111.41769150891432,42.52743616369522,42.52743616369522,0,0
21331,207.36498908079497,177.28677713491038,41.10428259451288,115.68715221646141,41.10428259451288,41.10428259451288,0,0
21332,213.78558945845646,182.3315345745016,42.9387398452733,110.18378046418016,42.9387398452733,42.9387398452733,0,0
21333,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21334,207.0,177.0,41.0,115.99999999999996,41.0,41.0,0,0
21335,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21336,213.9109539308588,182.68321544814404,45.88613075864266,105.77226151728532,45.88613075864266,45.88613075864266,0,0
21337,217.17888778693595,185.13416584020194,45.47763902663299,104.95527805326604,45.47763902663299,45.47763902663299,0,0
21338,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21339,210.4266093922369,179.6923359510434,41.97903125492485,113.06290623522543,41.97903125492485,41.97903125492485,0,0
21340,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21341,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21342,220.3979236400781,187.54844273005847,45.075259544990274,104.1505190899805,45.075259544990274,45.075259544990274,0,0
21343,220.12083612142047,187.34062709106547,45.109895484822424,104.21979096964488,45.109895484822424,45.109895484822424,0,0
21344,220.12083612142047,187.34062709106547,45.109895484822424,104.21979096964488,45.109895484822424,45.109895484822424,0,0
21345,219.84618583630547,187.13463937722904,45.14422677046182,104.28845354092364,45.14422677046182,45.14422677046182,0,0
21346,219.37647724059846,186.7823579304489,45.20294034492518,104.40588068985036,45.20294034492518,45.20294034492518,0,0
21347,219.4243785632057,186.81828392240425,45.196952679599285,104.39390535919857,45.196952679599285,45.196952679599285,0,0
21348,219.33892829355744,186.71565420763733,44.76440081920273,105.07048213963188,44.76440081920273,44.76440081920273,0,0
21349,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21350,213.00000000000009,182.0,46.0,106.0,46.0,46.0,0,0
21351,219.3284135334221,186.74631015006656,45.20894830832224,104.41789661664448,45.20894830832224,45.20894830832224,0,0
21352,213.4139905711717,182.03956402020646,42.83256873462051,110.50229379613846,42.83256873462051,42.83256873462051,0,0
21353,213.4139905711717,182.03956402020646,42.83256873462051,110.50229379613846,42.83256873462051,42.83256873462051,0,0
21354,219.3284135334221,186.74631015006656,45.20894830832224,104.41789661664448,45.20894830832224,45.20894830832224,0,0
21355,208.0814656203113,177.84972298738734,41.30899017723178,115.07302946830464,41.30899017723178,41.30899017723178,0,0
21356,219.24419863417648,186.68314897563235,45.21947517072793,104.43895034145586,45.21947517072793,45.21947517072793,0,0
21357,217.62442381984985,185.3477615727392,44.035549662814255,106.89335101155727,44.035549662814255,44.035549662814255,0,0
21358,207.00000000000009,177.0,41.0,116.0,41.0,41.0,0,0
21359,213.0,182.00000000000009,46.0,106.0,46.0,46.0,0,0
21360,218.73895214543705,186.30421410907783,45.28263098182036,104.56526196364072,45.28263098182036,45.28263098182036,0,0
21361,210.48073709618217,179.73486486128604,41.9944963131949,113.01651106041523,41.9944963131949,41.9944963131949,0,0
21362,213.0,182.0,46.0,105.99999999999996,46.0,46.0,0,0
21363,219.2369753119041,186.6777314839281,45.22037808601197,104.44075617202394,45.22037808601197,45.22037808601197,0,0
21364,219.2369753119041,186.6777314839281,45.22037808601197,104.44075617202394,45.22037808601197,45.22037808601197,0,0
21365,219.31374572024063,186.73530929018054,45.21078178496993,104.42156356993985,45.21078178496993,45.21078178496993,0,0
21366,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21367,219.38349925985835,186.78762444489368,45.20206259251772,104.40412518503544,45.20206259251772,45.20206259251772,0,0
21368,218.9926303494581,186.49447276209358,45.25092120631774,104.50184241263544,45.25092120631774,45.25092120631774,0,0
21369,220.3851386438964,187.53885398292226,45.07685766951296,104.15371533902592,45.07685766951296,45.07685766951296,0,0
21370,207.0879423669535,177.06909757403488,41.02512639055814,115.92462082832556,41.02512639055814,41.02512639055814,0,0
21371,213.0,182.0,46.0,105.99999999999996,46.0,46.0,0,0
21372,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21373,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21374,208.64251147140067,178.2905447275291,41.469288991828755,114.59213302451369,41.469288991828755,41.469288991828755,0,0
21375,211.97442768564892,180.90847889586703,42.42126505304257,111.73620484087236,42.42126505304257,42.42126505304257,0,0
21376,210.14161483126168,179.46841165313424,41.897604237503344,113.30718728749002,41.897604237503344,41.897604237503344,0,0
21377,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21378,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21379,218.5233961937056,186.1425471452792,45.30957547578682,104.61915095157364,45.30957547578682,45.30957547578682,0,0
21380,218.42746112140802,186.070595841056,45.32156735982398,104.643134719648,45.32156735982398,45.32156735982398,0,0
21381,218.4514779962533,186.08860849719002,45.31856525046834,104.63713050093668,45.31856525046834,45.31856525046834,0,0
21382,213.0,182.0,46.00000000000001,105.99999999999996,46.00000000000001,46.00000000000001,0,0
21383,213.00000000000009,182.0,46.0,106.0,46.0,46.0,0,0
21384,218.2830184795504,185.9622638596628,45.33962269005621,104.67924538011243,45.33962269005621,45.33962269005621,0,0
21385,218.3632643916936,186.02244829377014,45.329591951038324,104.65918390207662,45.329591951038324,45.329591951038324,0,0
21386,208.35210414003026,178.06236753859508,41.38631546858007,114.84105359425983,41.38631546858007,41.38631546858007,0,0
21387,208.35210414003026,178.06236753859508,41.38631546858007,114.84105359425983,41.38631546858007,41.38631546858007,0,0
21388,208.35210414003026,178.06236753859508,41.38631546858007,114.84105359425983,41.38631546858007,41.38631546858007,0,0
21389,215.0668220323261,183.33821731111325,43.30480629495028,109.08558111514915,43.30480629495028,43.30480629495028,0,0
21390,207.00000000000009,177.00000000000009,41.0,116.0,41.0,41.0,0,0
21391,218.2589447059074,185.9442085294305,45.342631911761586,104.68526382352316,45.342631911761586,45.342631911761586,0,0
21392,215.85121411416185,183.95780721279635,43.566659448241644,108.35745380948543,43.566659448241644,43.566659448241644,0,0
21393,212.53151977440774,181.34619410846318,42.58043422125935,111.25869733622194,42.58043422125935,42.58043422125935,0,0
21394,210.27152132072644,179.57048103771362,41.934720377350416,113.19583886794877,41.934720377350416,41.934720377350416,0,0
21395,215.79678846625924,184.0975913496944,45.650401441717605,105.30080288343521,45.650401441717605,45.650401441717605,0,0
21396,218.03671793075299,185.7775384480648,45.370410258655866,104.74082051731173,45.370410258655866,45.370410258655866,0,0
21397,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21398,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21399,215.20042372945667,183.65031779709244,45.72494703381792,105.44989406763584,45.72494703381792,45.72494703381792,0,0
21400,214.31796916487733,182.988476873658,45.83525385439032,105.67050770878069,45.83525385439032,45.83525385439032,0,0
21401,213.8434873958705,182.63261554690288,45.89456407551618,105.78912815103236,45.89456407551618,45.89456407551618,0,0
21402,218.0074091415258,185.7555568561443,45.374073857309284,104.74814771461857,45.374073857309284,45.374073857309284,0,0
21403,210.00817784132684,179.36356830389963,41.85947938323622,113.42156185029131,41.85947938323622,41.85947938323622,0,0
21404,213.36373718211186,182.2728028865839,45.95453285223602,105.90906570447204,45.95453285223602,45.95453285223602,0,0
21405,217.9475610864867,185.710670814865,45.381554864189155,104.76310972837831,45.381554864189155,45.381554864189155,0,0
21406,209.42006813826518,178.90148210863686,41.691448039504344,113.92565588148695,41.691448039504344,41.691448039504344,0,0
21407,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21408,218.18068298482186,185.8855122386164,45.352414626897286,104.70482925379456,45.352414626897286,45.352414626897286,0,0
21409,213.0,182.00000000000009,46.0,106.0,46.0,46.0,0,0
21410,217.99459326461673,185.7459449484625,45.375675841922906,104.75135168384581,45.375675841922906,45.375675841922906,0,0
21411,217.99934693817025,185.74951020362764,45.37508163272872,104.75016326545745,45.37508163272872,45.37508163272872,0,0
21412,212.4074493171965,181.2487101777972,42.54498551919899,111.36504344240306,42.54498551919899,42.54498551919899,0,0
21413,207.09809888742024,177.07707769725872,41.028028253548605,115.91591523935413,41.028028253548605,41.028028253548605,0,0
21414,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21415,207.00000000000009,177.0,41.00000000000001,115.99999999999996,41.00000000000001,41.00000000000001,0,0
21416,213.00000000000009,182.0,46.0,106.0,46.0,46.0,0,0
21417,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21418,217.650384937721,185.48778870329082,45.41870188278486,104.83740376556976,45.41870188278486,45.41870188278486,0,0
21419,217.62241382420657,185.466810368155,45.42219827197418,104.84439654394829,45.42219827197418,45.42219827197418,0,0
21420,207.0,177.0,41.0,115.99999999999996,41.0,41.0,0,0
21421,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21422,210.96788643167488,180.11762505345885,42.13368183762141,112.59895448713579,42.13368183762141,42.13368183762141,0,0
21423,213.0,182.0,46.00000000000001,106.0,46.00000000000001,46.00000000000001,0,0
21424,217.43021361482326,185.32266021111752,45.446223298147075,104.8924465962942,45.446223298147075,45.446223298147075,0,0
21425,217.52647277062482,185.3948545779685,45.4341909036719,104.8683818073438,45.4341909036719,45.4341909036719,0,0
21426,207.0,177.0,41.0,115.99999999999996,41.0,41.0,0,0
21427,213.00000000000009,182.00000000000009,46.0,106.0,46.0,46.0,0,0
21428,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21429,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21430,217.46614224666988,185.34960668500247,45.44173221916626,104.88346443833252,45.44173221916626,45.44173221916626,0,0
21431,207.0,177.00000000000009,41.0,116.0,41.0,41.0,0,0
21432,213.00000000000009,182.0,46.0,106.0,46.0,46.0,0,0
21433,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21434,213.0,182.00000000000009,46.0,106.0,46.0,46.0,0,0
21435,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21436,216.8958881671308,184.9219161253481,45.51301397910865,105.0260279582173,45.51301397910865,45.51301397910865,0,0
21437,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21438,216.3068662619117,184.48014969643367,45.58664171726104,105.17328343452206,45.58664171726104,45.58664171726104,0,0
21439,207.0,177.00000000000009,41.00000000000001,116.0,41.00000000000001,41.00000000000001,0,0
21440,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21441,208.67687036369443,178.31754100004554,41.47910581819839,114.56268254540484,41.47910581819839,41.47910581819839,0,0
21442,207.0,177.0,41.00000000000001,115.99999999999996,41.00000000000001,41.00000000000001,0,0
21443,213.0,182.0,46.0,105.99999999999996,46.0,46.0,0,0
21444,207.26521362775986,177.20838213609704,41.07577532221711,115.77267403334864,41.07577532221711,41.07577532221711,0,0
21445,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21446,213.0,182.00000000000009,46.0,106.0,46.0,46.0,0,0
21447,213.0,182.00000000000009,46.0,106.0,46.0,46.0,0,0
21448,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21449,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21450,216.19106637669918,184.39329978252442,45.6011167029126,105.2022334058252,45.6011167029126,45.6011167029126,0,0
21451,213.0,182.00000000000009,46.0,106.0,46.0,46.0,0,0
21452,213.00000000000009,182.00000000000009,46.0,106.0,46.0,46.0,0,0
21453,216.11088336165955,184.3331625212447,45.611139579792564,105.22227915958513,45.611139579792564,45.611139579792564,0,0
21454,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21455,209.904299457632,179.28194957385375,41.82979984503774,113.51060046488682,41.82979984503774,41.82979984503774,0,0
21456,207.00000000000009,177.0,41.0,116.0,41.0,41.0,0,0
21457,213.0,182.00000000000009,46.0,106.0,46.0,46.0,0,0
21458,214.12702738340786,182.84527053755585,45.859121577074006,105.71824315414804,45.859121577074006,45.859121577074006,0,0
21459,216.64387721030425,184.73290790772825,45.54451534871197,105.08903069742395,45.54451534871197,45.54451534871197,0,0
21460,216.17343153786732,184.38007365340042,45.60332105776658,105.20664211553316,45.60332105776658,45.60332105776658,0,0
21461,213.00000000000009,182.0,46.0,106.0,46.0,46.0,0,0
21462,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21463,213.0,182.0,46.0,105.99999999999996,46.0,46.0,0,0
21464,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21465,213.0,182.0,46.0,105.99999999999996,46.0,46.0,0,0
21466,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21467,215.4163730155047,183.80621869529134,45.628251110184145,105.49894487385616,45.628251110184145,45.628251110184145,0,0
21468,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21469,213.00000000000009,182.0,46.00000000000001,106.0,46.00000000000001,46.00000000000001,0,0
21470,214.91946671570747,183.43960003678055,45.760066660536566,105.52013332107313,45.760066660536566,45.760066660536566,0,0
21471,213.0,182.00000000000009,46.00000000000001,106.0,46.00000000000001,46.00000000000001,0,0
21472,213.0,182.0,46.0,106.0,46.0,46.0,0,0
21473,215.29809212860584,183.72356909645438,45.712738483924255,105.42547696784857,45.712738483924255,45.712738483924255,0,0
21474,207.00000000000009,177.0,41.0,116.0,41.0,41.0,0,0
21475,213.49332350561016,182.36999262920762,45.938334561798726,105.87666912359744,45.938334561798726,45.938334561798726,0,0
21476,216.50141938143108,184.62606453607327,45.56232257732111,105.12464515464224,45.56232257732111,45.56232257732111,0,0
21477,215.22598013207528,183.66948509905643,45.72175248349058,105.4435049669812,45.72175248349058,45.72175248349058,0,0
21478,215.25005390571832,183.68754042928882,45.71874326178522,105.43748652357044,45.71874326178522,45.71874326178522,0,0
21479,215.32913453882043,183.7468509041153,45.708858182647454,105.41771636529491,45.708858182647454,45.708858182647454,0,0
21480,207.0,177.0,41.0,116.0,41.0,41.0,0,0
21481,213.0,182.00000000000009,46.0,106.0,46.0,46.0,0,0
