ton/ha,contcorn,cornsoy,miscanthus,switchgrass,sorghum,cane
0,9.936506258208173,3.399196542690292,22.853539201458613,11.378543105951133,0,0
1,9.888139754285412,3.299889697834572,22.452099711418906,11.051595637331467,0,0
2,10.206003538579347,3.4257657770109504,22.99216222843987,11.281858274986346,0,0
3,10.5510313284636,3.5794533728752564,23.6711106491784,11.59224538746676,0,0
4,10.563752134872004,3.5883325620280053,24.044790085227284,11.598654029432788,0,0
5,10.563752134872004,3.5883325620280053,24.044790085227284,11.598654029432788,0,0
6,9.3119231967581,2.9773533264782848,21.16659387266164,10.289526047242656,0,0
7,9.4498150481619,3.0397865301812024,21.513938071429358,10.413661939466623,0,0
8,9.591796404381641,3.107339012712897,21.809459660785304,10.557022870686902,0,0
9,9.732722101802052,3.1774863473622927,22.15411811654911,10.70858465793082,0,0
10,10.037247221230203,3.332214731278204,22.97324840224504,11.044410722334602,0,0
11,10.483151606785935,3.5548274756398945,24.053215502491607,11.527005950614713,0,0
12,10.087711960625116,3.3532727898731856,22.897852356376987,11.093053369657481,0,0
13,10.433834550522645,3.5287444073213767,23.88955619809473,11.470247074193866,0,0
14,10.71634051108974,3.6713803227620017,24.62210217654805,11.779697146301725,0,0
15,10.95313613228154,3.791665379933842,25.25813765581584,12.040762276793348,0,0
16,9.706591082676654,3.175396057935319,22.422129702799328,10.705658219540489,0,0
17,9.426146103188492,3.0348928339517225,21.72795447018127,10.40099325303535,0,0
18,9.963665647207623,3.30419067992036,23.058456999366275,10.984934438837039,0,0
19,10.454444361312005,3.5500713218917017,24.27326365644813,11.518098130221135,0,0
20,9.335240669707641,2.9907242902784086,21.544526158268948,10.30541964620356,0,0
21,9.722048440768663,3.1913912438630505,22.709910296564182,10.741546511560912,0,0
22,10.124093329162939,3.3878655274824405,23.555365614812196,11.166855487223053,0,0
23,10.049234250171587,3.3553116718439435,23.51978140128541,11.096988972483642,0,0
24,11.593621916529093,4.128581606028035,28.933397963961983,15.073830688155873,0,0
25,11.478571827400508,4.052617251367492,26.48941848582708,12.606271576853182,0,0
26,11.208554334311518,3.9262309894618,26.089980665763488,12.333515881380775,0,0
27,9.441603461280502,3.0508880198794537,22.015735063946124,10.436881545055773,0,0
28,10.742618019846173,3.6985721388391632,25.111329185948605,11.840707242736485,0,0
29,9.054795690219484,2.850221066294813,20.85035092565089,10.000754679698419,0,0
30,10.949087414939196,3.7999507603448794,25.560015461970714,12.060233894610127,0,0
31,9.13392372731195,2.894677397415266,21.191766746835068,10.097855758336713,0,0
32,10.251839305741793,3.4526914968678226,23.896522528866768,11.307543551352387,0,0
33,11.171014168124227,3.9173245677783295,26.296482331757673,12.3156488385042,0,0
34,9.960905043039645,3.313808992492038,23.384316521667728,11.007396747655509,0,0
35,9.259792594319057,2.9625509325329538,21.648878440122104,10.24573433139246,0,0
36,9.08313418005482,2.879545573828974,21.3779486808862,10.066549881735831,0,0
37,11.290791665744571,3.989871768911647,28.956009676523767,15.317812743230743,0,0
38,9.231085348845092,2.957794778784732,21.868926594078122,10.236826510998814,0,0
39,11.015149942468948,3.8433619467518283,26.035437076279685,12.155871754053216,0,0
40,9.147908594410254,2.921623828075291,21.829388579048363,10.159197050177246,0,0
41,9.106320217192833,2.9035383527205716,21.809619571533478,10.120382319766463,0,0
42,9.379036517634994,3.036043983740302,22.35990450726911,10.40710314026139,0,0
43,11.181491690559332,3.9371957076903654,28.88011600804536,15.3282495788871,0,0
44,11.75818132347703,4.214020500047614,29.03799500816053,14.69592501287592,0,0
45,10.913755225774064,3.80081412268631,26.0339779897865,12.064816310029645,0,0
46,10.208778437530842,3.4455572662454803,24.22659475980059,11.294181820761896,0,0
47,9.460879064440656,3.073953046512335,22.468916544800724,10.488852832786716,0,0
48,9.720318327140117,3.2020759021632235,23.054955191783108,10.766401373180704,0,0
49,9.947655155657694,3.3250480246715486,23.8921452693886,11.034377219282284,0,0
50,9.947655155657694,3.3250480246715486,23.8921452693886,11.034377219282284,0,0
51,10.051626098700927,3.370261713058192,23.941567788175025,11.131414045308905,0,0
52,10.311276889580443,3.50172219936446,24.625858517035798,11.416671646608716,0,0
53,10.228100135145855,3.4655512486551427,24.58632050200665,11.339042185787426,0,0
54,11.609159212131793,4.156101965922648,29.16922354062437,14.563911340166705,0,0
55,10.54407208062633,3.6075941295419707,24.876734031057005,11.644671980724056,0,0
56,9.11404889623882,2.9115359456844154,21.953509868415512,10.138326465776627,0,0
57,11.516236191389089,4.104577481612301,29.07207406836773,14.857243363569431,0,0
58,11.70906911544675,4.206746039491277,29.21845417379653,14.364430451192558,0,0
59,10.754762652936522,3.726109299852865,25.790141206474942,11.903550305338975,0,0
60,11.331102477077547,4.020303151328205,29.08945875699795,14.98691821054684,0,0
61,11.159523418488517,3.9244844007684327,28.711608442818626,15.043919858125019,0,0
62,11.267301915577965,3.9832914453375636,28.981893262269782,15.170658696996698,0,0
63,11.03051511165127,3.865499221126029,26.510129147342266,12.205981891484539,0,0
64,9.597019912231776,3.154683641931739,23.18463606629887,10.6657361643599,0,0
65,11.46558229807546,4.075561089752359,27.34791218064273,12.660322328733745,0,0
66,11.578101916628524,4.14787738505443,29.24124420582645,14.442638832531646,0,0
67,11.14278839850696,3.893831158364138,28.086238013612874,14.671932721481385,0,0
68,12.104750250621546,4.392820769187778,28.86566714095736,13.384064109815776,0,0
69,10.274748776150812,3.4951105410988483,24.888927851407058,11.404041525615785,0,0
70,10.033223758621627,3.3761690165951097,24.353469671307348,11.146431752928839,0,0
71,9.500168340829903,3.1313752209097663,23.087591625294767,10.57323251180991,0,0
72,9.658200885555347,3.2946275758114947,23.233429301032558,10.73419860587788,0,0
73,9.525171032196582,3.1348305942487014,23.18507246820134,10.602222359682438,0,0
74,9.721587496220307,3.2221016860954275,23.64446768305289,10.812655738615513,0,0
75,11.92961158322715,4.322775905309261,29.376344184564328,13.82079237674396,0,0
76,10.52245673691673,3.620450139973641,25.539498269012512,11.676006615110813,0,0
77,10.181174927411718,3.4544182215507746,24.84444758449881,11.316708382191619,0,0
78,11.282097553429224,3.997742463117945,28.954938811562013,14.669235022178025,0,0
79,11.830784512934404,4.2650175930433765,29.238640641091447,14.204923983477574,0,0
80,11.447071924845373,4.094160878080083,29.3242147108712,14.394596867413995,0,0
81,10.981657734155725,3.852366795780738,26.732283655614037,12.179162051386287,0,0
82,11.446001237846957,4.088880954390018,29.25462860771343,14.475299849262486,0,0
83,10.976067358399243,3.8813842688884352,27.186871582991113,14.486903601343515,0,0
84,11.337731068146935,4.028356782734096,29.035907795584826,14.566432504150471,0,0
85,10.539459830818037,3.6380448444942033,25.856056922154426,11.715483736333411,0,0
86,11.057902940341613,3.8069897802539865,26.887927259086126,14.206181602975853,0,0
87,10.819904810306197,3.778548068477802,26.550232154772488,12.020148702838547,0,0
88,10.279343795609721,3.7331396295460375,24.609624684569184,11.408240005682671,0,0
89,11.10437154324574,3.8509204091455986,27.440148264013967,14.386435704307528,0,0
