ton/ha,contcorn,cornsoy,miscanthus,switchgrass,sorghum,cane
0,12.145272480562847,4.542584966739762,25.11068758706273,17.17631587649458,0,0
1,11.635996335868747,4.345332540647452,24.73518101386776,16.934387758315992,0,0
2,11.502161299552078,4.250879595326035,24.80397745556943,16.928913661865153,0,0
3,11.435763533470569,4.180801186627368,24.8964543605229,16.939869281803446,0,0
4,10.980958544035854,4.009938428507788,24.08437361218649,16.46596981915176,0,0
5,10.980958544035854,4.009938428507788,24.08437361218649,16.46596981915176,0,0
6,11.150865410293534,4.228289978796071,24.00130836065039,16.553040428859557,0,0
7,11.02954589633278,4.165082546219256,23.865008186060837,16.456774049014914,0,0
8,11.03245037856294,4.148286910999189,23.92561115571342,16.476077298525382,0,0
9,11.000994453965108,4.119344826833268,23.903710112571076,16.44857332465309,0,0
10,10.866818280057556,4.03264804894854,23.71812849426185,16.309722893790436,0,0
11,10.790301787235858,3.949778190096584,23.6845118838413,16.243755317944547,0,0
12,11.086101153432452,4.10762149531687,24.143023203869767,16.550660986081414,0,0
13,10.843163982590738,3.975258312454173,23.776369365869087,16.301888776055073,0,0
14,10.74615966289701,3.9049242229166685,23.65873858805676,16.204531366052628,0,0
15,10.642741309056252,3.837846159111505,23.51624995379211,16.097611130675098,0,0
16,10.672795173949464,4.001955756599472,23.245254704367643,16.07151638892633,0,0
17,10.735927362499195,4.059590362351095,23.29619100304842,16.130190208365526,0,0
18,10.614924001112174,3.9491240346604526,23.198563097243557,16.017732054440373,0,0
19,10.50444267115012,3.8482634745950937,23.109424574552175,15.915052870421775,0,0
20,10.714631261419198,4.06292754286933,23.229801670361038,16.101393659974608,0,0
21,10.41875419036917,3.9067096282052254,22.745046110880285,15.781389459701545,0,0
22,10.478584903977698,3.879326550139358,22.970464695574194,15.8694106820589,0,0
23,10.345099970394466,3.8394692548283196,22.685620429086036,15.712936670355804,0,0
24,11.330423380260587,3.7478019835460894,24.22544823115417,16.505041731390868,0,0
25,10.594058559456643,3.755438050578965,23.55898377669679,16.067373618741073,0,0
26,10.38479395878206,3.7116992647446345,23.07193828681183,15.814658943781085,0,0
27,10.481886378918905,3.9643442339568495,22.795982409561066,15.84006327914074,0,0
28,10.31428999081024,3.7430058046463484,22.808383979127733,15.711315586370182,0,0
29,10.777763449968932,4.1205621486209525,23.28073796904181,16.160067479413794,0,0
30,10.330451095293034,3.723591382431212,22.895233903488997,15.73984195409701,0,0
31,10.613789829076364,4.050593255619737,22.97621554817077,15.97615831583959,0,0
32,10.424771320772292,3.8438663647117073,22.89752250181911,15.813994770388787,0,0
33,10.092571216195537,3.6089308318218287,22.481875234362914,15.478241392599044,0,0
34,10.28146370538448,3.8269320806141716,22.535862997484266,15.635785633760845,0,0
35,10.439294176758851,3.9710185949932666,22.663203744186248,15.782470182358857,0,0
36,10.312021646738623,3.945944246564919,22.36368888098212,15.628168109168616,0,0
37,11.314793594288284,3.7169168699679993,23.919185474213638,16.375433823329615,0,0
38,10.153435060673567,3.8695038794919454,22.088116434898023,15.453767734836592,0,0
39,10.002377834392924,3.5949279543132056,22.261483778516773,15.367404322659741,0,0
40,10.00511846780331,3.825217995813015,21.771622805466734,15.279907721833158,0,0
41,9.930960171368179,3.803075053973549,21.6133759907511,15.19297771533144,0,0
42,9.994848474608595,3.7930635124190495,21.812543988814,15.279367360504649,0,0
43,11.209125746017266,3.675312962909586,23.716618337162675,16.269914313303225,0,0
44,10.879320709062846,3.6265456709536896,23.57595010881536,16.097236681202393,0,0
45,9.77464192937517,3.5236962449822093,21.78249864281334,15.101724818201443,0,0
46,9.995982646644533,3.6915942914597895,22.03489153788709,15.320941099105582,0,0
47,10.070385034529387,3.8107699962694848,21.98420461803398,15.369829390389173,0,0
48,10.068357829069578,3.7781679322660415,22.048998771555404,15.3801012437405,0,0
49,9.741563605718902,3.630171236718605,21.46056709470869,15.016956257013788,0,0
50,9.741563605718902,3.630171236718605,21.46056709470869,15.016956257013788,0,0
51,9.92695934680679,3.6855285913173317,21.856184131497844,15.234281273268149,0,0
52,9.826748010039475,3.6168225146459614,21.726124425459236,15.132142450578089,0,0
53,9.678431417169168,3.5725366309669817,21.409630796027912,14.9582824375746,0,0
54,10.399383923118132,3.469508491916649,22.586859509075822,15.542059882173842,0,0
55,10.101054769545284,3.6890318415800873,22.332414655411824,15.457523727033749,0,0
56,9.803939679578377,3.7554519897765535,21.36327169400809,15.047914250719435,0,0
57,10.803867294556996,3.5829582971247635,23.21947867376008,15.928167308753475,0,0
58,10.181629435973283,3.412746888820292,22.292166847371515,15.352869089039409,0,0
59,9.6600966523568,3.501129331396605,21.512935265929364,14.962852952330055,0,0
60,10.759959204661095,3.553739412345078,22.975303363569584,15.81532935882726,0,0
61,10.759945750729662,3.5374287360247774,23.12095140757793,15.911943242814248,0,0
62,11.023071986976168,3.6270789205547103,23.41855976071383,16.083693022590015,0,0
63,9.560436620983767,3.4306486715296383,21.38824108569251,14.862126938993132,0,0
64,9.659421501553057,3.6430432187174286,21.204493954342823,14.905883856077258,0,0
65,9.702618011116273,3.42947069784752,21.78589734198401,15.046042660816429,0,0
66,10.123709990314788,3.3840239221929216,22.068890737059785,15.243581937338098,0,0
67,10.34082053136009,3.4073281801302566,22.934185791687288,15.773098889353125,0,0
68,9.669517763034158,3.3346628854579246,21.876723910902143,15.032692418271155,0,0
69,9.48000915591558,3.4938977089524803,21.028107313577976,14.733353013226507,0,0
70,9.471739575001534,3.520516456886598,20.947624426551823,14.712160872929616,0,0
71,9.476028735826262,3.5762512628258123,20.964324150225615,14.780257401691765,0,0
72,9.408337000397466,3.481161454380029,21.54468668504551,15.111010365751104,0,0
73,9.465614574499847,3.5750026077903234,20.875491401362574,14.725016997013796,0,0
74,9.479253041224943,3.561543856258641,20.879875614195896,14.705637187492538,0,0
75,9.507428642916576,3.2293249381129554,21.29808965644898,14.733871825378168,0,0
76,9.386662343397523,3.4291805096606804,20.9085067632092,14.638494381833505,0,0
77,9.313152988936519,3.4440760898136635,20.672051980467764,14.537760498597624,0,0
78,10.203953151879178,3.3814512035735382,22.161093574397693,15.333945535786052,0,0
79,10.072801638953514,3.390587245078556,22.21090688996315,15.285183871295581,0,0
80,9.829172680430352,3.284227462070171,21.42548813043762,14.88805752514082,0,0
81,9.226913315698637,3.3140938964255824,20.713188344318272,14.477870866169233,0,0
82,9.990553006718331,3.3324972824222208,21.733355982699127,15.067429486369836,0,0
83,10.00027093382965,3.4940793439815665,23.384362355373177,16.104273331768855,0,0
84,10.076639233317136,3.3482205772210705,21.945599377250236,15.200751338297259,0,0
85,9.107217261458851,3.3244097684268663,20.358277310372433,14.319354759685838,0,0
86,9.88300414009657,3.2574951511313053,23.07466722737601,15.811560645384679,0,0
87,9.044085072909112,3.2667751626752435,20.307341011691648,14.260680940246651,0,0
88,9.029782646137187,3.1926771146137467,21.92608316837177,15.284121142577453,0,0
89,10.045927249689463,3.3127014869588036,22.940574201725287,15.751458430842776,0,0
90,8.961190656335209,3.251142956260439,20.69150356912896,14.552365910225037,0,0
91,8.991474915784352,3.218746324548903,20.264894096124344,14.211786090714002,0,0
92,9.78198690553437,3.2338607722710093,22.68516497049997,15.587973084738437,0,0
93,9.860869048871024,3.2601484419777345,22.63993492777988,15.56974238476697,0,0
94,9.849351563393668,3.265428270351613,22.239789559849854,15.347918798753744,0,0
95,9.435707252249532,3.170150873224805,20.78759582110904,14.50530107220098,0,0
